id,event_id,date,approved,person_ids,region_code,super_region_code,attempts,best,average,record_category,regional_single_record,regional_average_record,competition_id,round_id,ranking,proceeds,video_link,discussion_link,created_at,updated_at
1,333_team_bld_old,2023-02-19T00:00:00.000Z,TRUE,"[2,4]",,EUROPE,"[{""result"":14186},{""result"":10247},{""result"":10787},{""result"":17962},{""result"":5059}]",5059,11740,meetups,,,Munich19022023,11,2,,,,2023-07-01T08:54:28.023Z,2023-11-16T19:35:37.860Z
2,333_team_bld_old,2023-02-19T00:00:00.000Z,TRUE,"[3,1]",DE,EUROPE,"[{""result"":2148},{""result"":2866},{""result"":3614},{""result"":-1},{""result"":2990}]",2148,3157,meetups,WR,WR,Munich19022023,11,1,,,,2023-07-01T08:54:28.024Z,2026-01-27T20:42:15.934Z
3,333oh,2023-02-19T00:00:00.000Z,TRUE,[3],DE,EUROPE,"[{""result"":2060},{""result"":2047},{""result"":2449},{""result"":2110},{""result"":2120}]",2047,2097,meetups,WR,WR,Munich19022023,12,1,,,,2023-07-01T08:54:28.024Z,2026-01-27T20:41:12.124Z
4,333oh,2023-02-19T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":2512},{""result"":2322},{""result"":2999},{""result"":2361},{""result"":2107}]",2107,2398,meetups,NR,NR,Munich19022023,12,2,,,,2023-07-01T08:54:28.024Z,2026-01-27T20:41:13.692Z
5,333,2023-02-19T00:00:00.000Z,TRUE,[1],DE,EUROPE,"[{""result"":990},{""result"":1385},{""result"":1189},{""result"":1294},{""result"":1028}]",990,1170,meetups,WR,WR,Munich19022023,13,1,,,,2023-07-01T08:54:28.024Z,2026-01-27T20:40:46.950Z
6,333,2023-02-19T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":1003},{""result"":1399},{""result"":1379},{""result"":1404},{""result"":1142}]",1003,1307,meetups,NR,NR,Munich19022023,13,2,,,,2023-07-01T08:54:28.024Z,2026-01-27T20:40:48.384Z
7,333,2023-02-19T00:00:00.000Z,TRUE,[3],DE,EUROPE,"[{""result"":1278},{""result"":1404},{""result"":1341},{""result"":1307},{""result"":1471}]",1278,1351,meetups,,,Munich19022023,13,3,,,,2023-07-01T08:54:28.024Z,2023-11-16T19:35:37.956Z
8,333,2023-02-19T00:00:00.000Z,TRUE,[2],CH,EUROPE,"[{""result"":1722},{""result"":1733},{""result"":1418},{""result"":1164},{""result"":1884}]",1164,1624,meetups,NR,NR,Munich19022023,13,4,,,,2023-07-01T08:54:28.024Z,2026-01-27T20:40:48.384Z
9,333bf,2023-02-19T00:00:00.000Z,TRUE,[3],DE,EUROPE,"[{""result"":2217},{""result"":-1},{""result"":2412}]",2217,-1,meetups,WR,,Munich19022023,14,1,,,,2023-07-01T08:54:28.024Z,2026-01-27T20:41:04.228Z
10,333bf,2023-02-19T00:00:00.000Z,TRUE,[1],DE,EUROPE,"[{""result"":7327},{""result"":-1},{""result"":-1}]",7327,-1,meetups,,,Munich19022023,14,2,,,,2023-07-01T08:54:28.024Z,2023-11-16T19:35:37.966Z
11,333bf,2023-02-19T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":-1},{""result"":-1},{""result"":-1}]",-1,-1,meetups,,,Munich19022023,14,3,,,,2023-07-01T08:54:28.024Z,2023-11-16T19:35:37.972Z
12,444,2023-06-14T00:00:00.000Z,TRUE,[5],DE,EUROPE,"[{""result"":4003},{""result"":3872},{""result"":3762},{""result"":3910},{""result"":3555}]",3555,3848,meetups,WR,WR,Munich14062023,15,1,,,,2023-07-01T08:54:28.024Z,2026-01-27T20:40:52.984Z
13,444,2023-06-14T00:00:00.000Z,TRUE,[6],DE,EUROPE,"[{""result"":4740},{""result"":4223},{""result"":5098},{""result"":4878},{""result"":4938}]",4223,4852,meetups,,,Munich14062023,15,2,,,,2023-07-01T08:54:28.025Z,2023-11-16T19:35:37.978Z
14,444,2023-06-14T00:00:00.000Z,TRUE,[3],DE,EUROPE,"[{""result"":5446},{""result"":5335},{""result"":5336},{""result"":5558},{""result"":4485}]",4485,5372,meetups,,,Munich14062023,15,3,,,,2023-07-01T08:54:28.025Z,2023-11-16T19:35:37.981Z
15,444,2023-06-14T00:00:00.000Z,TRUE,[7],DE,EUROPE,"[{""result"":7531},{""result"":11159},{""result"":7330},{""result"":-1},{""result"":7460}]",7330,8717,meetups,,,Munich14062023,15,5,,,,2023-07-01T08:54:28.025Z,2023-11-16T19:35:37.984Z
16,555,2023-06-14T00:00:00.000Z,TRUE,[5],DE,EUROPE,"[{""result"":7990},{""result"":8111},{""result"":7389},{""result"":7759},{""result"":6985}]",6985,7713,meetups,WR,WR,Munich14062023,16,1,,,,2023-07-01T08:54:28.025Z,2026-01-27T20:40:55.969Z
17,555,2023-06-14T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":14325},{""result"":13912},{""result"":11970},{""result"":13471},{""result"":14007}]",11970,13797,meetups,NR,NR,Munich14062023,16,2,,,,2023-07-01T08:54:28.025Z,2026-01-27T20:40:57.492Z
18,555,2023-06-14T00:00:00.000Z,TRUE,[6],DE,EUROPE,"[{""result"":9296},{""result"":-2},{""result"":-2},{""result"":-2},{""result"":-2}]",9296,-1,meetups,,,Munich14062023,16,3,,,,2023-07-01T08:54:28.025Z,2023-11-16T19:35:37.996Z
19,333bf,2023-06-14T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":-1},{""result"":3755},{""result"":-1}]",3755,-1,meetups,NR,,Munich14062023,17,2,,,,2023-07-01T08:54:28.025Z,2026-01-27T20:41:05.879Z
20,333bf,2023-06-14T00:00:00.000Z,TRUE,[5],DE,EUROPE,"[{""result"":7086},{""result"":7922},{""result"":6237}]",6237,7082,meetups,,WR,Munich14062023,17,3,,,,2023-07-01T08:54:28.025Z,2026-01-27T20:41:05.888Z
21,333bf,2023-06-14T00:00:00.000Z,TRUE,[6],DE,EUROPE,"[{""result"":-1},{""result"":7980},{""result"":-1}]",7980,-1,meetups,,,Munich14062023,17,4,,,,2023-07-01T08:54:28.025Z,2023-11-16T19:35:38.013Z
22,333fm,2023-06-14T00:00:00.000Z,TRUE,[6],DE,EUROPE,"[{""result"":39},{""result"":51},{""result"":51}]",39,4700,meetups,WR,WR,Munich14062023,18,1,,,,2023-07-01T08:54:28.025Z,2026-01-27T20:41:09.092Z
23,333fm,2023-06-14T00:00:00.000Z,TRUE,[3],DE,EUROPE,"[{""result"":49},{""result"":43},{""result"":52}]",43,4800,meetups,,,Munich14062023,18,2,,,,2023-07-01T08:54:28.025Z,2023-11-16T19:35:38.019Z
24,333fm,2023-06-14T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":58},{""result"":53},{""result"":59}]",53,5667,meetups,NR,NR,Munich14062023,18,3,,,,2023-07-01T08:54:28.025Z,2026-01-27T20:41:10.559Z
25,333oh,2023-06-14T00:00:00.000Z,TRUE,[6],DE,EUROPE,"[{""result"":2382},{""result"":1869},{""result"":1976},{""result"":2143},{""result"":1691}]",1691,1996,meetups,WR,WR,Munich14062023,19,1,,,,2023-07-01T08:54:28.025Z,2026-01-27T20:41:12.124Z
26,333oh,2023-06-14T00:00:00.000Z,TRUE,[3],DE,EUROPE,"[{""result"":1939},{""result"":2589},{""result"":2055},{""result"":2170},{""result"":2503}]",1939,2243,meetups,,,Munich14062023,19,2,,,,2023-07-01T08:54:28.025Z,2023-11-16T19:35:38.030Z
27,333oh,2023-06-14T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":2904},{""result"":2289},{""result"":1932},{""result"":2276},{""result"":2302}]",1932,2289,meetups,NR,NR,Munich14062023,19,3,,,,2023-07-01T08:54:28.025Z,2026-01-27T20:41:13.692Z
28,333oh,2023-06-14T00:00:00.000Z,TRUE,[7],DE,EUROPE,"[{""result"":3058},{""result"":3046},{""result"":2636},{""result"":3795},{""result"":2280}]",2280,2913,meetups,,,Munich14062023,19,4,,,,2023-07-01T08:54:28.025Z,2023-11-16T19:35:38.035Z
29,222,2023-06-14T00:00:00.000Z,TRUE,[5],DE,EUROPE,"[{""result"":320},{""result"":485},{""result"":340},{""result"":525},{""result"":593}]",320,450,meetups,,WR,Munich14062023,20,1,,,,2023-07-01T08:54:28.025Z,2026-01-27T20:40:49.953Z
30,222,2023-06-14T00:00:00.000Z,TRUE,[3],DE,EUROPE,"[{""result"":310},{""result"":748},{""result"":393},{""result"":536},{""result"":613}]",310,514,meetups,NR,,Munich14062023,20,2,,,,2023-07-01T08:54:28.025Z,2026-01-27T20:40:49.940Z
31,222,2023-06-14T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":264},{""result"":625},{""result"":650},{""result"":510},{""result"":439}]",264,525,meetups,WR,NR,Munich14062023,20,3,,,,2023-07-01T08:54:28.025Z,2026-01-27T20:40:51.484Z
32,222,2023-06-14T00:00:00.000Z,TRUE,[6],DE,EUROPE,"[{""result"":673},{""result"":473},{""result"":886},{""result"":743},{""result"":688}]",473,701,meetups,,,Munich14062023,20,4,,,,2023-07-01T08:54:28.026Z,2023-11-16T19:35:38.060Z
33,222,2023-06-14T00:00:00.000Z,TRUE,[7],DE,EUROPE,"[{""result"":-1},{""result"":1075},{""result"":1247},{""result"":-1},{""result"":593}]",593,-1,meetups,,,Munich14062023,20,5,,,,2023-07-01T08:54:28.026Z,2023-11-16T19:35:38.063Z
34,333,2023-06-14T00:00:00.000Z,TRUE,[5],DE,EUROPE,"[{""result"":1087},{""result"":1111},{""result"":1198},{""result"":1200},{""result"":1077}]",1077,1132,meetups,,WR,Munich14062023,21,1,,,,2023-07-01T08:54:28.026Z,2026-01-27T20:40:46.950Z
35,333,2023-06-14T00:00:00.000Z,TRUE,[7],DE,EUROPE,"[{""result"":1273},{""result"":1198},{""result"":1226},{""result"":1206},{""result"":1449}]",1198,1235,meetups,,,Munich14062023,21,2,,,,2023-07-01T08:54:28.026Z,2023-11-16T19:35:38.080Z
36,333,2023-06-14T00:00:00.000Z,TRUE,[3],DE,EUROPE,"[{""result"":1179},{""result"":1124},{""result"":1313},{""result"":1257},{""result"":1275}]",1124,1237,meetups,,,Munich14062023,21,3,,,,2023-07-01T08:54:28.026Z,2023-11-16T19:35:38.084Z
37,333,2023-06-14T00:00:00.000Z,TRUE,[6],DE,EUROPE,"[{""result"":1360},{""result"":1240},{""result"":1039},{""result"":1598},{""result"":1318}]",1039,1306,meetups,,,Munich14062023,21,4,,,,2023-07-01T08:54:28.026Z,2023-11-16T19:35:38.087Z
38,333,2023-06-14T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":1920},{""result"":1240},{""result"":1220},{""result"":1072},{""result"":2238}]",1072,1460,meetups,,,Munich14062023,21,5,,,,2023-07-01T08:54:28.026Z,2023-11-16T19:35:38.090Z
39,666,2023-06-27T00:00:00.000Z,TRUE,[5],DE,EUROPE,"[{""result"":15299},{""result"":14398},{""result"":14084}]",14084,14594,meetups,WR,WR,Munich27062023,22,1,,,,2023-07-01T08:54:28.026Z,2026-01-27T20:40:59.055Z
40,666,2023-06-27T00:00:00.000Z,TRUE,[1],DE,EUROPE,"[{""result"":20168},{""result"":21170},{""result"":19841}]",19841,20393,meetups,,,Munich27062023,22,2,,,,2023-07-01T08:54:28.026Z,2023-11-16T19:35:38.095Z
41,666,2023-06-27T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":25127},{""result"":22765},{""result"":20540}]",20540,22811,meetups,NR,NR,Munich27062023,22,3,,,,2023-07-01T08:54:28.026Z,2026-01-27T20:41:00.697Z
42,666,2023-06-27T00:00:00.000Z,TRUE,[3],DE,EUROPE,"[{""result"":23023},{""result"":-1},{""result"":22636}]",22636,-1,meetups,,,Munich27062023,22,4,,,,2023-07-01T08:54:28.026Z,2023-11-16T19:35:38.101Z
43,333_team_bld_old,2023-06-27T00:00:00.000Z,TRUE,"[3,1]",DE,EUROPE,"[{""result"":4391},{""result"":2044},{""result"":2193},{""result"":2927},{""result"":2474}]",2044,2531,meetups,WR,WR,Munich27062023,23,1,,,,2023-07-01T08:54:28.026Z,2026-01-27T20:42:15.934Z
44,333_team_bld_old,2023-06-27T00:00:00.000Z,TRUE,"[4,7]",,EUROPE,"[{""result"":8963},{""result"":6990},{""result"":6329},{""result"":5589},{""result"":6906}]",5589,6742,meetups,,,Munich27062023,23,2,,,,2023-07-01T08:54:28.026Z,2023-11-16T19:35:38.107Z
45,333,2023-06-27T00:00:00.000Z,TRUE,[5],DE,EUROPE,"[{""result"":1159},{""result"":1143},{""result"":1161},{""result"":909},{""result"":1332}]",909,1154,meetups,WR,,Munich27062023,24,1,,,,2023-07-01T08:54:28.026Z,2026-01-27T20:40:45.461Z
46,333,2023-06-27T00:00:00.000Z,TRUE,[7],DE,EUROPE,"[{""result"":1158},{""result"":1139},{""result"":-1},{""result"":974},{""result"":1350}]",974,1216,meetups,,,Munich27062023,24,2,,,,2023-07-01T08:54:28.026Z,2023-11-16T19:35:38.112Z
47,333,2023-06-27T00:00:00.000Z,TRUE,[3],DE,EUROPE,"[{""result"":1395},{""result"":1366},{""result"":1133},{""result"":1213},{""result"":1193}]",1133,1257,meetups,,,Munich27062023,24,3,,,,2023-07-01T08:54:28.026Z,2023-11-16T19:35:38.122Z
48,333,2023-06-27T00:00:00.000Z,TRUE,[1],DE,EUROPE,"[{""result"":1097},{""result"":1858},{""result"":1195},{""result"":1519},{""result"":972}]",972,1270,meetups,,,Munich27062023,24,4,,,,2023-07-01T08:54:28.026Z,2023-11-16T19:35:38.133Z
49,444,2023-06-14T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":8382},{""result"":6475},{""result"":6278},{""result"":7966},{""result"":6548}]",6278,6996,meetups,NR,NR,Munich14062023,15,4,,,,2023-07-01T08:54:28.025Z,2026-01-27T20:40:54.464Z
50,333,2023-06-27T00:00:00.000Z,TRUE,[8],DE,EUROPE,"[{""result"":2140},{""result"":2172},{""result"":1699},{""result"":2000},{""result"":1881}]",1699,2007,meetups,,,Munich27062023,24,6,,,,2023-07-01T08:54:28.026Z,2023-11-16T19:35:38.147Z
51,333oh,2023-06-27T00:00:00.000Z,TRUE,[3],DE,EUROPE,"[{""result"":1313},{""result"":1950},{""result"":1778},{""result"":2212},{""result"":2136}]",1313,1955,meetups,WR,WR,Munich27062023,25,1,,,,2023-07-01T08:54:28.026Z,2026-01-27T20:41:12.124Z
52,333oh,2023-06-27T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":1962},{""result"":2406},{""result"":2313},{""result"":2399},{""result"":1779}]",1779,2225,meetups,NR,NR,Munich27062023,25,2,,,,2023-07-01T08:54:28.026Z,2026-01-27T20:41:13.692Z
53,333oh,2023-06-27T00:00:00.000Z,TRUE,[7],DE,EUROPE,"[{""result"":2502},{""result"":2738},{""result"":2702},{""result"":2077},{""result"":3037}]",2077,2647,meetups,,,Munich27062023,25,3,,,,2023-07-01T08:54:28.027Z,2023-11-16T19:35:38.156Z
54,333oh,2023-06-27T00:00:00.000Z,TRUE,[5],DE,EUROPE,"[{""result"":2767},{""result"":3237},{""result"":2674},{""result"":2344},{""result"":2557}]",2344,2666,meetups,,,Munich27062023,25,4,,,,2023-07-01T08:54:28.027Z,2023-11-16T19:35:38.163Z
55,333bf,2023-06-14T00:00:00.000Z,TRUE,[3],DE,EUROPE,"[{""result"":2789},{""result"":2719},{""result"":-1}]",2719,-1,meetups,,,Munich14062023,17,1,,,,2023-07-01T08:54:28.025Z,2023-11-16T19:35:38.169Z
56,333oh,2023-06-27T00:00:00.000Z,TRUE,[8],DE,EUROPE,"[{""result"":3473},{""result"":4457},{""result"":3880},{""result"":3951},{""result"":4186}]",3473,4006,meetups,,,Munich27062023,25,6,,,,2023-07-01T08:54:28.027Z,2023-11-16T19:35:38.174Z
57,222,2023-06-27T00:00:00.000Z,TRUE,[1],DE,EUROPE,"[{""result"":458},{""result"":331},{""result"":153},{""result"":342},{""result"":338}]",153,337,meetups,WR,WR,Munich27062023,26,1,,,,2023-07-01T08:54:28.027Z,2026-01-27T20:40:49.953Z
58,222,2023-06-27T00:00:00.000Z,TRUE,[3],DE,EUROPE,"[{""result"":567},{""result"":332},{""result"":205},{""result"":517},{""result"":239}]",205,363,meetups,,,Munich27062023,26,2,,,,2023-07-01T08:54:28.027Z,2023-11-16T19:35:38.185Z
59,222,2023-06-27T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":653},{""result"":323},{""result"":378},{""result"":394},{""result"":315}]",315,365,meetups,,NR,Munich27062023,26,3,,,,2023-07-01T08:54:28.027Z,2026-01-27T20:40:51.484Z
60,222,2023-06-27T00:00:00.000Z,TRUE,[5],DE,EUROPE,"[{""result"":313},{""result"":387},{""result"":405},{""result"":-1},{""result"":382}]",313,391,meetups,,,Munich27062023,26,4,,,,2023-07-01T08:54:28.027Z,2023-11-16T19:35:38.196Z
61,222,2023-06-27T00:00:00.000Z,TRUE,[7],DE,EUROPE,"[{""result"":901},{""result"":663},{""result"":545},{""result"":-1},{""result"":774}]",545,779,meetups,,,Munich27062023,26,5,,,,2023-07-01T08:54:28.027Z,2023-11-16T19:35:38.202Z
62,444,2023-06-27T00:00:00.000Z,TRUE,[5],DE,EUROPE,"[{""result"":3922},{""result"":4608},{""result"":3960},{""result"":4231},{""result"":3502}]",3502,4038,meetups,WR,,Munich27062023,27,1,,,,2023-07-01T08:54:28.027Z,2026-01-27T20:40:51.496Z
63,444,2023-06-27T00:00:00.000Z,TRUE,[1],DE,EUROPE,"[{""result"":5498},{""result"":4623},{""result"":5206},{""result"":5648},{""result"":6121}]",4623,5451,meetups,,,Munich27062023,27,2,,,,2023-07-01T08:54:28.027Z,2023-11-16T19:35:38.213Z
64,444,2023-06-27T00:00:00.000Z,TRUE,[3],DE,EUROPE,"[{""result"":5453},{""result"":6386},{""result"":7375},{""result"":6468},{""result"":5605}]",5453,6153,meetups,,,Munich27062023,27,3,,,,2023-07-01T08:54:28.027Z,2023-11-16T19:35:38.220Z
65,444,2023-06-27T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":6799},{""result"":6199},{""result"":8245},{""result"":7172},{""result"":6065}]",6065,6723,meetups,NR,NR,Munich27062023,27,4,,,,2023-07-01T08:54:28.027Z,2026-01-27T20:40:54.464Z
66,333bf,2023-06-27T00:00:00.000Z,TRUE,[3],DE,EUROPE,"[{""result"":2758},{""result"":2302},{""result"":3324}]",2302,2795,meetups,,WR,Munich27062023,28,1,,,,2023-07-01T08:54:28.027Z,2026-01-27T20:41:05.888Z
67,333bf,2023-06-27T00:00:00.000Z,TRUE,[1],DE,EUROPE,"[{""result"":4002},{""result"":-1},{""result"":-1}]",4002,-1,meetups,,,Munich27062023,28,2,,,,2023-07-01T08:54:28.027Z,2023-11-16T19:35:38.235Z
68,333bf,2023-06-27T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":-1},{""result"":-1},{""result"":-1}]",-1,-1,meetups,,,Munich27062023,28,3,,,,2023-07-01T08:54:28.027Z,2023-11-16T19:35:38.240Z
69,333_team_factory,2023-06-27T00:00:00.000Z,TRUE,"[1,7]",DE,EUROPE,"[{""result"":1949},{""result"":1299},{""result"":1371},{""result"":1403},{""result"":1552}]",1299,1442,meetups,WR,WR,Munich27062023,29,1,,,,2023-07-01T08:54:28.027Z,2026-01-27T20:41:45.463Z
70,333_team_factory,2023-06-27T00:00:00.000Z,TRUE,"[4,3]",,EUROPE,"[{""result"":2465},{""result"":2396},{""result"":1762},{""result"":2030},{""result"":1923}]",1762,2116,meetups,,,Munich27062023,29,2,,,,2023-07-01T08:54:28.027Z,2023-11-16T19:35:38.269Z
71,555,2023-06-27T00:00:00.000Z,TRUE,[5],DE,EUROPE,"[{""result"":8736},{""result"":7751},{""result"":6988},{""result"":7532},{""result"":7234}]",6988,7506,meetups,,WR,Munich27062023,30,1,,,,2023-07-01T08:54:28.027Z,2026-01-27T20:40:55.969Z
72,555,2023-06-27T00:00:00.000Z,TRUE,[3],DE,EUROPE,"[{""result"":9073},{""result"":9234},{""result"":9555},{""result"":11603},{""result"":8580}]",8580,9287,meetups,,,Munich27062023,30,2,,,,2023-07-01T08:54:28.027Z,2023-11-16T19:35:38.276Z
73,555,2023-06-27T00:00:00.000Z,TRUE,[1],DE,EUROPE,"[{""result"":10164},{""result"":11364},{""result"":10305},{""result"":9120},{""result"":10040}]",9120,10170,meetups,,,Munich27062023,30,3,,,,2023-07-01T08:54:28.027Z,2023-11-16T19:35:38.281Z
74,555,2023-06-27T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":11212},{""result"":10098},{""result"":11188},{""result"":11237},{""result"":11699}]",10098,11212,meetups,NR,NR,Munich27062023,30,4,,,,2023-07-01T08:54:28.028Z,2026-01-27T20:40:57.492Z
75,333fm,2023-06-27T00:00:00.000Z,TRUE,[3],DE,EUROPE,"[{""result"":41},{""result"":40},{""result"":57}]",40,4600,meetups,,WR,Munich27062023,31,1,,,,2023-07-01T08:54:28.028Z,2026-01-27T20:41:09.092Z
76,333fm,2023-06-27T00:00:00.000Z,TRUE,[1],DE,EUROPE,"[{""result"":50},{""result"":39},{""result"":51}]",39,4667,meetups,WR,,Munich27062023,31,2,,,,2023-07-01T08:54:28.028Z,2026-01-27T20:41:07.483Z
77,333fm,2023-06-27T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":52},{""result"":57},{""result"":49}]",49,5267,meetups,NR,NR,Munich27062023,31,3,,,,2023-07-01T08:54:28.028Z,2026-01-27T20:41:10.559Z
78,333fm,2023-06-27T00:00:00.000Z,TRUE,[5],DE,EUROPE,"[{""result"":60},{""result"":54},{""result"":60}]",54,5800,meetups,,,Munich27062023,31,4,,,,2023-07-01T08:54:28.028Z,2023-11-16T19:35:38.309Z
79,333,2023-06-27T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":1109},{""result"":1421},{""result"":1275},{""result"":1229},{""result"":1367}]",1109,1290,meetups,,NR,Munich27062023,24,5,,,,2023-07-01T08:54:28.026Z,2026-01-27T20:40:48.384Z
80,333oh,2023-06-27T00:00:00.000Z,TRUE,[1],DE,EUROPE,"[{""result"":2832},{""result"":3159},{""result"":2769},{""result"":3473},{""result"":3076}]",2769,3022,meetups,,,Munich27062023,25,5,,,,2023-07-01T08:54:28.027Z,2023-11-16T19:35:38.314Z
81,333,2023-06-30T00:00:00.000Z,TRUE,[9],DE,EUROPE,"[{""result"":876},{""result"":989},{""result"":812},{""result"":711},{""result"":686}]",686,800,meetups,WR,WR,Munich30062023,32,1,,,,2023-07-01T21:32:53.181Z,2026-01-27T20:40:46.950Z
82,333,2023-06-30T00:00:00.000Z,TRUE,[1],DE,EUROPE,"[{""result"":1366},{""result"":1153},{""result"":1106},{""result"":1165},{""result"":1206}]",1106,1175,meetups,,,Munich30062023,32,2,,,,2023-07-01T21:32:53.184Z,2023-11-16T19:35:38.319Z
83,333,2023-06-30T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":1473},{""result"":1122},{""result"":1281},{""result"":995},{""result"":1366}]",995,1256,meetups,NR,NR,Munich30062023,32,3,,,,2023-07-01T21:32:53.187Z,2026-01-27T20:40:48.384Z
84,333,2023-06-30T00:00:00.000Z,TRUE,[8],DE,EUROPE,"[{""result"":1463},{""result"":2571},{""result"":1370},{""result"":2124},{""result"":1632}]",1370,1740,meetups,,,Munich30062023,32,4,,,,2023-07-01T21:32:53.190Z,2023-11-16T19:35:38.324Z
85,222,2023-06-30T00:00:00.000Z,TRUE,[9],DE,EUROPE,"[{""result"":215},{""result"":202},{""result"":203},{""result"":193},{""result"":273}]",193,207,meetups,,WR,Munich30062023,33,1,,,,2023-07-01T21:32:53.198Z,2026-01-27T20:40:49.953Z
86,222,2023-06-30T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":820},{""result"":509},{""result"":425},{""result"":565},{""result"":391}]",391,500,meetups,,,Munich30062023,33,2,,,,2023-07-01T21:32:53.201Z,2023-11-16T19:35:38.332Z
87,222,2023-06-30T00:00:00.000Z,TRUE,[1],DE,EUROPE,"[{""result"":804},{""result"":391},{""result"":987},{""result"":489},{""result"":415}]",391,569,meetups,,,Munich30062023,33,3,,,,2023-07-01T21:32:53.203Z,2023-11-16T19:35:38.339Z
88,222,2023-06-30T00:00:00.000Z,TRUE,[8],DE,EUROPE,"[{""result"":860},{""result"":1895},{""result"":605},{""result"":533},{""result"":2377}]",533,1120,meetups,,,Munich30062023,33,4,,,,2023-07-01T21:32:53.206Z,2023-11-16T19:35:38.341Z
89,444,2023-06-30T00:00:00.000Z,TRUE,[9],DE,EUROPE,"[{""result"":2849},{""result"":2961},{""result"":3632},{""result"":2900},{""result"":2688}]",2688,2903,meetups,WR,WR,Munich30062023,34,1,,,,2023-07-01T21:32:53.214Z,2026-01-27T20:40:52.984Z
90,444,2023-06-30T00:00:00.000Z,TRUE,[1],DE,EUROPE,"[{""result"":5439},{""result"":5903},{""result"":5280},{""result"":5300},{""result"":4850}]",4850,5340,meetups,,,Munich30062023,34,2,,,,2023-07-01T21:32:53.216Z,2023-11-16T19:35:38.346Z
91,444,2023-06-30T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":5639},{""result"":5746},{""result"":6616},{""result"":6294},{""result"":5800}]",5639,5947,meetups,NR,NR,Munich30062023,34,3,,,,2023-07-01T21:32:53.218Z,2026-01-27T20:40:54.464Z
92,444,2023-06-30T00:00:00.000Z,TRUE,[8],DE,EUROPE,"[{""result"":7728},{""result"":9763},{""result"":11816},{""result"":9131},{""result"":8296}]",7728,9063,meetups,,,Munich30062023,34,4,,,,2023-07-01T21:32:53.220Z,2023-11-16T19:35:38.351Z
93,555,2023-06-30T00:00:00.000Z,TRUE,[9],DE,EUROPE,"[{""result"":6125},{""result"":5941},{""result"":5072},{""result"":5580},{""result"":5504}]",5072,5675,meetups,WR,WR,Munich30062023,35,1,,,,2023-07-01T21:32:53.229Z,2026-01-27T20:40:55.969Z
94,555,2023-06-30T00:00:00.000Z,TRUE,[1],DE,EUROPE,"[{""result"":9407},{""result"":9587},{""result"":10502},{""result"":9420},{""result"":8116}]",8116,9471,meetups,,,Munich30062023,35,2,,,,2023-07-01T21:32:53.231Z,2023-11-16T19:35:38.356Z
95,555,2023-06-30T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":12596},{""result"":9615},{""result"":10550},{""result"":10165},{""result"":10741}]",9615,10485,meetups,NR,NR,Munich30062023,35,3,,,,2023-07-01T21:32:53.232Z,2026-01-27T20:40:57.492Z
96,555,2023-06-30T00:00:00.000Z,TRUE,[8],DE,EUROPE,"[{""result"":13575},{""result"":15315},{""result"":13850},{""result"":13261},{""result"":14225}]",13261,13883,meetups,,,Munich30062023,35,4,,,,2023-07-01T21:32:53.234Z,2023-11-16T19:35:38.360Z
97,333bf,2023-06-30T00:00:00.000Z,TRUE,[1],DE,EUROPE,"[{""result"":3812},{""result"":-1},{""result"":4592}]",3812,-1,meetups,,,Munich30062023,36,1,,,,2023-07-01T21:32:53.243Z,2023-11-16T19:35:38.362Z
98,333bf,2023-06-30T00:00:00.000Z,TRUE,[9],DE,EUROPE,"[{""result"":-1},{""result"":4871},{""result"":5676}]",4871,-1,meetups,,,Munich30062023,36,2,,,,2023-07-01T21:32:53.244Z,2023-11-16T19:35:38.364Z
99,333bf,2023-06-30T00:00:00.000Z,TRUE,[4],RU,EUROPE,"[{""result"":-1},{""result"":-1},{""result"":8635}]",8635,-1,meetups,,,Munich30062023,36,3,,,,2023-07-01T21:32:53.246Z,2023-11-16T19:35:38.367Z
